document.id,topic.id,method,score
3681,4.378,exact-match,0.0
3681,4.99,exact-match,0.0
3681,4.446,exact-match,0.0
3681,4.148,exact-match,0.0
3681,4.181,exact-match,0.0
3681,4.314,exact-match,0.0
3681,4.363,exact-match,0.0
3681,4.744,exact-match,0.0
3681,4.319,exact-match,0.0
3681,4.393,exact-match,0.0
3681,4.396,exact-match,0.0
3681,4.571,exact-match,0.0
3681,4.445,exact-match,0.0
3681,4.338,exact-match,0.0
3681,4.538,exact-match,0.0
3681,4.656,exact-match,0.0
3681,4.229,exact-match,0.0
3681,4.147,exact-match,0.0
3681,4.207,exact-match,0.0
3681,4.528,exact-match,0.0
3681,4.699,exact-match,0.0
3681,4.715,exact-match,0.0
3681,4.395,exact-match,0.0
3681,4.613,exact-match,0.0
3681,4.731,exact-match,0.0
3681,4.756,exact-match,0.0
3681,4.42,exact-match,0.0
3681,4.439,exact-match,0.0
3681,4.773,exact-match,0.0
3681,4.9,exact-match,0.0
3691,4.19,exact-match,0.0
3691,4.767,exact-match,0.0
3691,4.297,exact-match,0.0
3691,4.701,exact-match,0.0
3691,4.308,exact-match,0.0
3691,4.219,exact-match,0.0
3691,4.598,exact-match,0.0
3691,4.595,exact-match,0.0
3691,4.589,exact-match,0.0
3691,4.429,exact-match,0.0
3691,4.454,exact-match,0.0
3691,4.127,exact-match,0.0
3691,4.213,exact-match,0.0
3691,4.502,exact-match,0.0
3691,4.474,exact-match,0.0
3691,4.594,exact-match,0.0
3691,4.633,exact-match,0.0
3691,4.17,exact-match,0.0
3691,4.497,exact-match,0.0
3691,4.21,exact-match,0.0
3691,4.817,exact-match,0.0
3691,4.654,exact-match,0.0
3691,4.223,exact-match,0.0
3691,4.306,exact-match,0.0
3691,4.112,exact-match,0.0
3691,4.780,exact-match,0.0
3691,4.744,exact-match,0.0
3691,4.374,exact-match,0.0
3691,4.805,exact-match,0.0
3691,4.153,exact-match,0.0
3691,4.313,exact-match,0.0
3691,4.821,exact-match,0.0
3691,4.615,exact-match,0.0
3691,4.321,exact-match,0.0
3691,4.322,exact-match,0.0
3691,4.53,exact-match,0.0
3691,4.638,exact-match,0.0
3691,4.761,exact-match,0.0
3691,4.175,exact-match,0.0
3691,4.669,exact-match,0.0
3691,4.765,exact-match,0.0
3691,4.294,exact-match,0.0
3691,4.818,exact-match,0.0
3691,4.426,exact-match,0.0
3691,4.597,exact-match,0.0
3691,4.624,exact-match,0.0
3691,4.619,exact-match,0.0
3691,4.586,exact-match,0.0
3691,4.381,exact-match,0.0
3691,4.151,exact-match,0.0
3701,4.650,exact-match,0.0
3701,4.484,exact-match,0.0
3701,4.30,exact-match,0.0
3701,4.486,exact-match,0.0
3701,4.614,exact-match,0.0
3701,4.112,exact-match,0.0
3701,4.366,exact-match,0.0
3701,4.601,exact-match,0.0
3701,4.273,exact-match,0.0
3701,4.222,exact-match,0.0
3701,4.703,exact-match,0.0
3701,4.590,exact-match,0.0
3701,4.774,exact-match,0.0
3701,4.776,exact-match,0.0
3701,4.316,exact-match,0.0
3701,4.388,exact-match,0.0
3701,4.609,exact-match,0.0
3701,4.90,exact-match,0.0
3701,4.9,exact-match,0.0
3701,4.760,exact-match,0.0
3701,4.184,exact-match,0.0
3701,4.589,exact-match,0.0
3701,4.605,exact-match,0.0
3701,4.483,exact-match,0.0
3701,4.717,exact-match,0.0
3701,4.771,exact-match,0.0
3701,4.539,exact-match,0.0
3701,4.619,exact-match,0.0
3701,4.321,exact-match,0.0
3701,4.820,exact-match,0.0
3701,4.439,exact-match,0.0
3701,4.731,exact-match,0.0
3701,4.613,exact-match,0.0
3701,4.387,exact-match,0.0
3701,4.355,exact-match,0.0
3701,4.814,exact-match,0.0
3701,4.120,exact-match,0.0
3701,4.485,exact-match,0.0
3701,4.426,exact-match,0.0
3701,4.211,exact-match,0.0
3701,4.511,exact-match,0.0
3701,4.308,exact-match,0.0
3701,4.289,exact-match,0.0
3701,4.701,exact-match,0.0
3701,4.246,exact-match,0.0
3701,4.396,exact-match,0.0
3701,4.229,exact-match,0.0
3701,4.606,exact-match,0.0
3701,4.745,exact-match,0.0
3701,4.434,exact-match,0.0
3711,4.489,exact-match,0.0
3711,4.144,exact-match,0.0
3711,4.534,exact-match,0.0
3711,4.388,exact-match,0.0
3711,4.135,exact-match,0.0
3711,4.490,exact-match,0.0
3711,4.314,exact-match,0.0
3711,4.393,exact-match,0.0
3711,4.192,exact-match,0.0
3711,4.605,exact-match,0.0
3711,4.316,exact-match,0.0
3711,4.614,exact-match,0.0
3711,4.683,exact-match,0.0
3711,4.640,exact-match,0.0
3711,4.355,exact-match,0.0
3711,4.717,exact-match,0.0
3711,4.366,exact-match,0.0
3711,4.620,exact-match,0.0
3711,4.504,exact-match,0.0
3711,4.137,exact-match,0.0
3711,4.556,exact-match,0.0
3711,4.656,exact-match,0.0
3711,4.802,exact-match,0.0
3711,4.133,exact-match,0.0
3711,4.756,exact-match,0.0
3711,4.45,exact-match,0.0
3711,4.699,exact-match,0.0
3711,4.261,exact-match,0.0
3711,4.229,exact-match,0.0
3711,4.715,exact-match,0.0
3711,4.396,exact-match,0.0
3711,4.90,exact-match,0.0
3711,4.545,exact-match,0.0
3711,4.70,exact-match,0.0
3711,4.475,exact-match,0.0
3711,4.120,exact-match,0.0
3711,4.434,exact-match,0.0
3711,4.387,exact-match,0.0
3711,4.658,exact-match,0.0
3711,4.744,exact-match,0.0
3711,4.279,exact-match,0.0
3711,4.664,exact-match,0.0
3711,4.471,exact-match,0.0
3711,4.758,exact-match,0.0
3711,4.558,exact-match,0.0
3711,4.585,exact-match,0.0
3711,4.233,exact-match,0.0
3711,4.661,exact-match,0.0
3711,4.606,exact-match,0.0
3711,4.214,exact-match,0.0
3721,4.470,exact-match,0.0
3721,4.432,exact-match,0.0
3721,4.623,exact-match,0.0
3721,4.68,exact-match,0.0
3721,4.175,exact-match,0.0
3721,4.632,exact-match,0.0
3721,4.438,exact-match,0.0
3721,4.22,exact-match,0.0
3721,4.12,exact-match,0.0
3721,4.285,exact-match,0.0
3721,4.745,exact-match,0.0
3721,4.27,exact-match,0.0
3721,4.539,exact-match,0.0
3721,4.485,exact-match,0.0
3721,4.568,exact-match,0.0
3721,4.674,exact-match,0.0
3721,4.336,exact-match,0.0
3721,4.657,exact-match,0.0
3721,4.736,exact-match,0.0
3721,4.531,exact-match,0.0
3721,4.522,exact-match,0.0
3721,4.306,exact-match,0.0
3721,4.426,exact-match,0.0
3721,4.483,exact-match,0.0
3721,4.815,exact-match,0.0
3721,4.433,exact-match,0.0
3721,4.324,exact-match,0.0
3721,4.53,exact-match,0.0
3721,4.90,exact-match,0.0
3721,4.536,exact-match,0.0
3721,4.717,exact-match,0.0
3721,4.765,exact-match,0.0
3721,4.613,exact-match,0.0
3721,4.619,exact-match,0.0
3721,4.475,exact-match,0.0
3721,4.279,exact-match,0.0
3721,4.9,exact-match,0.0
3721,4.771,exact-match,0.0
3721,4.216,exact-match,0.0
3721,4.352,exact-match,0.0
3721,4.814,exact-match,0.0
3721,4.610,exact-match,0.0
3721,4.207,exact-match,0.0
3721,4.277,exact-match,0.0
3721,4.499,exact-match,0.0
3721,4.98,exact-match,0.0
3721,4.99,exact-match,0.0
3721,4.630,exact-match,0.0
3721,4.334,exact-match,0.0
3721,4.757,exact-match,0.0
3731,4.53,exact-match,0.0
3731,4.438,exact-match,0.0
3731,4.338,exact-match,0.0
3731,4.752,exact-match,0.0
3731,4.98,exact-match,0.0
3731,4.536,exact-match,0.0
3731,4.393,exact-match,0.0
3731,4.499,exact-match,0.0
3731,4.433,exact-match,0.0
3731,4.699,exact-match,0.0
3731,4.815,exact-match,0.0
3731,4.139,exact-match,0.0
3731,4.23,exact-match,0.0
3731,4.771,exact-match,0.0
3731,4.745,exact-match,0.0
3731,4.628,exact-match,0.0
3731,4.619,exact-match,0.0
3731,4.630,exact-match,0.0
3731,4.24,exact-match,0.0
3731,4.531,exact-match,0.0
3731,4.400,exact-match,0.0
3731,4.339,exact-match,0.0
3731,4.571,exact-match,0.0
3731,4.552,exact-match,0.0
3731,4.307,exact-match,0.0
3731,4.99,exact-match,0.0
3731,4.52,exact-match,0.0
3731,4.306,exact-match,0.0
3731,4.407,exact-match,0.0
3731,4.629,exact-match,0.0
3731,4.684,exact-match,0.0
3731,4.632,exact-match,0.0
3731,4.9,exact-match,0.0
3731,4.405,exact-match,0.0
3731,4.285,exact-match,0.0
3731,4.470,exact-match,0.0
3731,4.22,exact-match,0.0
3731,4.207,exact-match,0.0
3731,4.432,exact-match,0.0
3731,4.68,exact-match,0.0
3731,4.198,exact-match,0.0
3731,4.170,exact-match,0.0
3731,4.772,exact-match,0.0
3731,4.161,exact-match,0.0
3731,4.469,exact-match,0.0
3731,4.520,exact-match,0.0
3731,4.41,exact-match,0.0
3731,4.28,exact-match,0.0
3731,4.623,exact-match,0.0
3731,4.312,exact-match,0.0
3741,4.755,exact-match,0.0
3741,4.137,exact-match,0.0
3741,4.748,exact-match,0.0
3741,4.352,exact-match,0.0
3741,4.557,exact-match,0.0
3741,4.407,exact-match,0.0
3741,4.643,exact-match,0.0
3741,4.629,exact-match,0.0
3741,4.620,exact-match,0.0
3741,4.744,exact-match,0.0
3741,4.684,exact-match,0.0
3741,4.291,exact-match,0.0
3741,4.656,exact-match,0.0
3741,4.421,exact-match,0.0
3741,4.445,exact-match,0.0
3741,4.757,exact-match,0.0
3741,4.671,exact-match,0.0
3741,4.495,exact-match,0.0
3741,4.22,exact-match,0.0
3741,4.68,exact-match,0.0
3741,4.520,exact-match,0.0
3741,4.772,exact-match,0.0
3741,4.161,exact-match,0.0
3741,4.285,exact-match,0.0
3741,4.632,exact-match,0.0
3741,4.571,exact-match,0.0
3741,4.99,exact-match,0.0
3741,4.536,exact-match,0.0
3741,4.200,exact-match,0.0
3741,4.752,exact-match,0.0
3741,4.338,exact-match,0.0
3741,4.335,exact-match,0.0
3741,4.218,exact-match,0.0
3741,4.435,exact-match,0.0
3741,4.221,exact-match,0.0
3741,4.750,exact-match,0.0
3741,4.53,exact-match,0.0
3741,4.699,exact-match,0.0
3741,4.337,exact-match,0.0
3741,4.175,exact-match,0.0
3741,4.619,exact-match,0.0
3741,4.306,exact-match,0.0
3741,4.227,exact-match,0.0
3741,4.426,exact-match,0.0
3741,4.393,exact-match,0.0
3741,4.159,exact-match,0.0
3741,4.41,exact-match,0.0
3741,4.226,exact-match,0.0
3741,4.405,exact-match,0.0
3741,4.207,exact-match,0.0
3751,4.352,exact-match,0.0
3751,4.699,exact-match,0.0
3751,4.426,exact-match,0.0
3751,4.731,exact-match,0.0
3751,4.744,exact-match,0.0
3751,4.814,exact-match,0.0
3751,4.623,exact-match,0.0
3751,4.312,exact-match,0.0
3751,4.393,exact-match,0.0
3751,4.539,exact-match,0.0
3751,4.571,exact-match,0.0
3751,4.519,exact-match,0.0
3751,4.815,exact-match,0.0
3751,4.338,exact-match,0.0
3751,4.401,exact-match,0.0
3751,4.405,exact-match,0.0
3751,4.433,exact-match,0.0
3751,4.485,exact-match,0.0
3751,4.53,exact-match,0.0
3751,4.439,exact-match,0.0
3751,4.400,exact-match,0.0
3751,4.638,exact-match,0.0
3751,4.432,exact-match,0.0
3751,4.531,exact-match,0.0
3751,4.771,exact-match,0.0
3751,4.745,exact-match,0.0
3751,4.757,exact-match,0.0
3751,4.407,exact-match,0.0
3751,4.9,exact-match,0.0
3751,4.306,exact-match,0.0
3751,4.99,exact-match,0.0
3751,4.684,exact-match,0.0
3751,4.632,exact-match,0.0
3751,4.339,exact-match,0.0
3751,4.321,exact-match,0.0
3751,4.207,exact-match,0.0
3751,4.536,exact-match,0.0
3751,4.285,exact-match,0.0
3751,4.629,exact-match,0.0
3751,4.170,exact-match,0.0
3751,4.613,exact-match,0.0
3751,4.68,exact-match,0.0
3751,4.22,exact-match,0.0
3751,4.470,exact-match,0.0
3751,4.520,exact-match,0.0
3751,4.161,exact-match,0.0
3751,4.772,exact-match,0.0
3751,4.198,exact-match,0.0
3751,4.619,exact-match,0.0
3751,4.41,exact-match,0.0
3761,4.28,exact-match,0.0
3761,4.439,exact-match,0.0
3761,4.198,exact-match,0.0
3761,4.400,exact-match,0.0
3761,4.161,exact-match,0.0
3761,4.756,exact-match,0.0
3761,4.339,exact-match,0.0
3761,4.226,exact-match,0.0
3761,4.421,exact-match,0.0
3761,4.312,exact-match,0.0
3761,4.699,exact-match,0.0
3761,4.590,exact-match,0.0
3761,4.9,exact-match,0.0
3761,4.449,exact-match,0.0
3761,4.396,exact-match,0.0
3761,4.433,exact-match,0.0
3761,4.522,exact-match,0.0
3761,4.12,exact-match,0.0
3761,4.229,exact-match,0.0
3761,4.814,exact-match,0.0
3761,4.613,exact-match,0.0
3761,4.520,exact-match,0.0
3761,4.731,exact-match,0.0
3761,4.772,exact-match,0.0
3761,4.789,exact-match,0.0
3761,4.395,exact-match,0.0
3761,4.207,exact-match,0.0
3761,4.22,exact-match,0.0
3761,4.99,exact-match,0.0
3761,4.306,exact-match,0.0
3761,4.432,exact-match,0.0
3761,4.623,exact-match,0.0
3761,4.285,exact-match,0.0
3761,4.23,exact-match,0.0
3761,4.470,exact-match,0.0
3761,4.405,exact-match,0.0
3761,4.68,exact-match,0.0
3761,4.41,exact-match,0.0
3761,4.632,exact-match,0.0
3761,4.469,exact-match,0.0
3761,4.629,exact-match,0.0
3761,4.684,exact-match,0.0
3761,4.393,exact-match,0.0
3761,4.170,exact-match,0.0
3761,4.571,exact-match,0.0
3761,4.24,exact-match,0.0
3761,4.445,exact-match,0.0
3761,4.656,exact-match,0.0
3761,4.528,exact-match,0.0
3761,4.407,exact-match,0.0
3771,4.400,exact-match,0.0
3771,4.623,exact-match,0.0
3771,4.23,exact-match,0.0
3771,4.469,exact-match,0.0
3771,4.628,exact-match,0.0
3771,4.139,exact-match,0.0
3771,4.405,exact-match,0.0
3771,4.9,exact-match,0.0
3771,4.401,exact-match,0.0
3771,4.207,exact-match,0.0
3771,4.814,exact-match,0.0
3771,4.552,exact-match,0.0
3771,4.617,exact-match,0.0
3771,4.415,exact-match,0.0
3771,4.41,exact-match,0.0
3771,4.792,exact-match,0.0
3771,4.339,exact-match,0.0
3771,4.800,exact-match,0.0
3771,4.433,exact-match,0.0
3771,4.98,exact-match,0.0
3771,4.312,exact-match,0.0
3771,4.772,exact-match,0.0
3771,4.432,exact-match,0.0
3771,4.291,exact-match,0.0
3771,4.520,exact-match,0.0
3771,4.68,exact-match,0.0
3771,4.22,exact-match,0.0
3771,4.470,exact-match,0.0
3771,4.136,exact-match,0.0
3771,4.391,exact-match,0.0
3771,4.142,exact-match,0.0
3771,4.282,exact-match,0.0
3771,4.143,exact-match,0.0
3771,4.350,exact-match,0.0
3771,4.730,exact-match,0.0
3771,4.407,exact-match,0.0
3771,4.629,exact-match,0.0
3771,4.28,exact-match,0.0
3771,4.397,exact-match,0.0
3771,4.684,exact-match,0.0
3771,4.99,exact-match,0.0
3771,4.285,exact-match,0.0
3771,4.170,exact-match,0.0
3771,4.524,exact-match,0.0
3771,4.307,exact-match,0.0
3771,4.632,exact-match,0.0
3771,4.333,exact-match,0.0
3771,4.306,exact-match,0.0
3771,4.65,exact-match,0.0
3771,4.52,exact-match,0.0
3781,4.339,exact-match,0.0
3781,4.417,exact-match,0.0
3781,4.41,exact-match,0.0
3781,4.704,exact-match,0.0
3781,4.519,exact-match,0.0
3781,4.469,exact-match,0.0
3781,4.456,exact-match,0.0
3781,4.744,exact-match,0.0
3781,4.28,exact-match,0.0
3781,4.9,exact-match,0.0
3781,4.226,exact-match,0.0
3781,4.421,exact-match,0.0
3781,4.378,exact-match,0.0
3781,4.313,exact-match,0.0
3781,4.90,exact-match,0.0
3781,4.148,exact-match,0.0
3781,4.369,exact-match,0.0
3781,4.228,exact-match,0.0
3781,4.651,exact-match,0.0
3781,4.239,exact-match,0.0
3781,4.604,exact-match,0.0
3781,4.312,exact-match,0.0
3781,4.24,exact-match,0.0
3781,4.103,exact-match,0.0
3781,4.23,exact-match,0.0
3781,4.207,exact-match,0.0
3781,4.623,exact-match,0.0
3781,4.699,exact-match,0.0
3781,4.393,exact-match,0.0
3781,4.338,exact-match,0.0
3781,4.571,exact-match,0.0
3781,4.756,exact-match,0.0
3781,4.445,exact-match,0.0
3781,4.99,exact-match,0.0
3781,4.306,exact-match,0.0
3781,4.528,exact-match,0.0
3781,4.405,exact-match,0.0
3781,4.656,exact-match,0.0
3781,4.407,exact-match,0.0
3781,4.22,exact-match,0.0
3781,4.684,exact-match,0.0
3781,4.629,exact-match,0.0
3781,4.449,exact-match,0.0
3781,4.285,exact-match,0.0
3781,4.395,exact-match,0.0
3781,4.68,exact-match,0.0
3781,4.432,exact-match,0.0
3781,4.470,exact-match,0.0
3781,4.632,exact-match,0.0
3781,4.423,exact-match,0.0
3791,4.745,exact-match,0.0
3791,4.701,exact-match,0.0
3791,4.590,exact-match,0.0
3791,4.744,exact-match,0.0
3791,4.614,exact-match,0.0
3791,4.433,exact-match,0.0
3791,4.308,exact-match,0.0
3791,4.401,exact-match,0.0
3791,4.184,exact-match,0.0
3791,4.722,exact-match,0.0
3791,4.485,exact-match,0.0
3791,4.289,exact-match,0.0
3791,4.771,exact-match,0.0
3791,4.486,exact-match,0.0
3791,4.629,exact-match,0.0
3791,4.12,exact-match,0.0
3791,4.522,exact-match,0.0
3791,4.53,exact-match,0.0
3791,4.407,exact-match,0.0
3791,4.531,exact-match,0.0
3791,4.175,exact-match,0.0
3791,4.610,exact-match,0.0
3791,4.140,exact-match,0.0
3791,4.616,exact-match,0.0
3791,4.484,exact-match,0.0
3791,4.30,exact-match,0.0
3791,4.601,exact-match,0.0
3791,4.9,exact-match,0.0
3791,4.619,exact-match,0.0
3791,4.426,exact-match,0.0
3791,4.814,exact-match,0.0
3791,4.321,exact-match,0.0
3791,4.536,exact-match,0.0
3791,4.120,exact-match,0.0
3791,4.387,exact-match,0.0
3791,4.434,exact-match,0.0
3791,4.606,exact-match,0.0
3791,4.613,exact-match,0.0
3791,4.112,exact-match,0.0
3791,4.355,exact-match,0.0
3791,4.757,exact-match,0.0
3791,4.644,exact-match,0.0
3791,4.352,exact-match,0.0
3791,4.643,exact-match,0.0
3791,4.539,exact-match,0.0
3791,4.439,exact-match,0.0
3791,4.557,exact-match,0.0
3791,4.95,exact-match,0.0
3791,4.731,exact-match,0.0
3791,4.399,exact-match,0.0
3801,4.789,exact-match,0.0
3801,4.619,exact-match,0.0
3801,4.9,exact-match,0.0
3801,4.405,exact-match,0.0
3801,4.96,exact-match,0.0
3801,4.765,exact-match,0.0
3801,4.400,exact-match,0.0
3801,4.787,exact-match,0.0
3801,4.731,exact-match,0.0
3801,4.175,exact-match,0.0
3801,4.98,exact-match,0.0
3801,4.542,exact-match,0.0
3801,4.792,exact-match,0.0
3801,4.788,exact-match,0.0
3801,4.438,exact-match,0.0
3801,4.41,exact-match,0.0
3801,4.590,exact-match,0.0
3801,4.613,exact-match,0.0
3801,4.44,exact-match,0.0
3801,4.790,exact-match,0.0
3801,4.187,exact-match,0.0
3801,4.499,exact-match,0.0
3801,4.306,exact-match,0.0
3801,4.630,exact-match,0.0
3801,4.611,exact-match,0.0
3801,4.207,exact-match,0.0
3801,4.791,exact-match,0.0
3801,4.393,exact-match,0.0
3801,4.226,exact-match,0.0
3801,4.699,exact-match,0.0
3801,4.571,exact-match,0.0
3801,4.338,exact-match,0.0
3801,4.522,exact-match,0.0
3801,4.274,exact-match,0.0
3801,4.433,exact-match,0.0
3801,4.795,exact-match,0.0
3801,4.736,exact-match,0.0
3801,4.687,exact-match,0.0
3801,4.426,exact-match,0.0
3801,4.437,exact-match,0.0
3801,4.782,exact-match,0.0
3801,4.532,exact-match,0.0
3801,4.800,exact-match,0.0
3801,4.815,exact-match,0.0
3801,4.183,exact-match,0.0
3801,4.329,exact-match,0.0
3801,4.12,exact-match,0.0
3801,4.360,exact-match,0.0
3801,4.53,exact-match,0.0
3801,4.531,exact-match,0.0
3811,4.520,exact-match,0.0
3811,4.469,exact-match,0.0
3811,4.752,exact-match,0.0
3811,4.519,exact-match,0.0
3811,4.175,exact-match,0.0
3811,4.814,exact-match,0.0
3811,4.53,exact-match,0.0
3811,4.170,exact-match,0.0
3811,4.226,exact-match,0.0
3811,4.619,exact-match,0.0
3811,4.52,exact-match,0.0
3811,4.28,exact-match,0.0
3811,4.181,exact-match,0.0
3811,4.161,exact-match,0.0
3811,4.772,exact-match,0.0
3811,4.312,exact-match,0.0
3811,4.378,exact-match,0.0
3811,4.611,exact-match,0.0
3811,4.590,exact-match,0.0
3811,4.198,exact-match,0.0
3811,4.227,exact-match,0.0
3811,4.23,exact-match,0.0
3811,4.98,exact-match,0.0
3811,4.307,exact-match,0.0
3811,4.613,exact-match,0.0
3811,4.623,exact-match,0.0
3811,4.401,exact-match,0.0
3811,4.306,exact-match,0.0
3811,4.407,exact-match,0.0
3811,4.207,exact-match,0.0
3811,4.9,exact-match,0.0
3811,4.629,exact-match,0.0
3811,4.684,exact-match,0.0
3811,4.632,exact-match,0.0
3811,4.405,exact-match,0.0
3811,4.571,exact-match,0.0
3811,4.699,exact-match,0.0
3811,4.338,exact-match,0.0
3811,4.99,exact-match,0.0
3811,4.393,exact-match,0.0
3811,4.400,exact-match,0.0
3811,4.439,exact-match,0.0
3811,4.285,exact-match,0.0
3811,4.22,exact-match,0.0
3811,4.470,exact-match,0.0
3811,4.68,exact-match,0.0
3811,4.41,exact-match,0.0
3811,4.432,exact-match,0.0
3811,4.339,exact-match,0.0
3811,4.731,exact-match,0.0
3821,4.439,exact-match,0.0
3821,4.731,exact-match,0.0
3821,4.568,exact-match,0.0
3821,4.158,exact-match,0.0
3821,4.9,exact-match,0.0
3821,4.288,exact-match,0.0
3821,4.336,exact-match,0.0
3821,4.674,exact-match,0.0
3821,4.407,exact-match,0.0
3821,4.613,exact-match,0.0
3821,4.629,exact-match,0.0
3821,4.632,exact-match,0.0
3821,4.684,exact-match,0.0
3821,4.401,exact-match,0.0
3821,4.383,exact-match,0.0
3821,4.22,exact-match,0.0
3821,4.470,exact-match,0.0
3821,4.68,exact-match,0.0
3821,4.623,exact-match,0.0
3821,4.432,exact-match,0.0
3821,4.398,exact-match,0.0
3821,4.644,exact-match,0.0
3821,4.712,exact-match,0.0
3821,4.590,exact-match,0.0
3821,4.390,exact-match,0.0
3821,4.614,exact-match,0.0
3821,4.702,exact-match,0.0
3821,4.475,exact-match,0.0
3821,4.745,exact-match,0.0
3821,4.485,exact-match,0.0
3821,4.486,exact-match,0.0
3821,4.483,exact-match,0.0
3821,4.744,exact-match,0.0
3821,4.99,exact-match,0.0
3821,4.660,exact-match,0.0
3821,4.366,exact-match,0.0
3821,4.737,exact-match,0.0
3821,4.306,exact-match,0.0
3821,4.285,exact-match,0.0
3821,4.384,exact-match,0.0
3821,4.400,exact-match,0.0
3821,4.279,exact-match,0.0
3821,4.207,exact-match,0.0
3821,4.601,exact-match,0.0
3821,4.30,exact-match,0.0
3821,4.585,exact-match,0.0
3821,4.727,exact-match,0.0
3821,4.90,exact-match,0.0
3821,4.816,exact-match,0.0
3821,4.405,exact-match,0.0
3831,4.632,exact-match,0.0
3831,4.585,exact-match,0.0
3831,4.24,exact-match,0.0
3831,4.486,exact-match,0.0
3831,4.445,exact-match,0.0
3831,4.288,exact-match,0.0
3831,4.656,exact-match,0.0
3831,4.684,exact-match,0.0
3831,4.407,exact-match,0.0
3831,4.601,exact-match,0.0
3831,4.629,exact-match,0.0
3831,4.469,exact-match,0.0
3831,4.23,exact-match,0.0
3831,4.279,exact-match,0.0
3831,4.571,exact-match,0.0
3831,4.536,exact-match,0.0
3831,4.30,exact-match,0.0
3831,4.400,exact-match,0.0
3831,4.644,exact-match,0.0
3831,4.396,exact-match,0.0
3831,4.239,exact-match,0.0
3831,4.158,exact-match,0.0
3831,4.148,exact-match,0.0
3831,4.390,exact-match,0.0
3831,4.366,exact-match,0.0
3831,4.744,exact-match,0.0
3831,4.398,exact-match,0.0
3831,4.9,exact-match,0.0
3831,4.306,exact-match,0.0
3831,4.99,exact-match,0.0
3831,4.285,exact-match,0.0
3831,4.207,exact-match,0.0
3831,4.745,exact-match,0.0
3831,4.614,exact-match,0.0
3831,4.483,exact-match,0.0
3831,4.475,exact-match,0.0
3831,4.470,exact-match,0.0
3831,4.432,exact-match,0.0
3831,4.485,exact-match,0.0
3831,4.68,exact-match,0.0
3831,4.623,exact-match,0.0
3831,4.90,exact-match,0.0
3831,4.674,exact-match,0.0
3831,4.568,exact-match,0.0
3831,4.338,exact-match,0.0
3831,4.712,exact-match,0.0
3831,4.393,exact-match,0.0
3831,4.699,exact-match,0.0
3831,4.22,exact-match,0.0
3831,4.336,exact-match,0.0
3841,4.401,exact-match,0.0
3841,4.519,exact-match,0.0
3841,4.395,exact-match,0.0
3841,4.9,exact-match,0.0
3841,4.445,exact-match,0.0
3841,4.28,exact-match,0.0
3841,4.449,exact-match,0.0
3841,4.731,exact-match,0.0
3841,4.814,exact-match,0.0
3841,4.656,exact-match,0.0
3841,4.439,exact-match,0.0
3841,4.52,exact-match,0.0
3841,4.369,exact-match,0.0
3841,4.65,exact-match,0.0
3841,4.400,exact-match,0.0
3841,4.590,exact-match,0.0
3841,4.730,exact-match,0.0
3841,4.744,exact-match,0.0
3841,4.136,exact-match,0.0
3841,4.142,exact-match,0.0
3841,4.499,exact-match,0.0
3841,4.143,exact-match,0.0
3841,4.613,exact-match,0.0
3841,4.397,exact-match,0.0
3841,4.528,exact-match,0.0
3841,4.198,exact-match,0.0
3841,4.772,exact-match,0.0
3841,4.629,exact-match,0.0
3841,4.306,exact-match,0.0
3841,4.99,exact-match,0.0
3841,4.684,exact-match,0.0
3841,4.170,exact-match,0.0
3841,4.350,exact-match,0.0
3841,4.391,exact-match,0.0
3841,4.752,exact-match,0.0
3841,4.207,exact-match,0.0
3841,4.339,exact-match,0.0
3841,4.632,exact-match,0.0
3841,4.407,exact-match,0.0
3841,4.699,exact-match,0.0
3841,4.542,exact-match,0.0
3841,4.338,exact-match,0.0
3841,4.405,exact-match,0.0
3841,4.571,exact-match,0.0
3841,4.226,exact-match,0.0
3841,4.756,exact-match,0.0
3841,4.520,exact-match,0.0
3841,4.161,exact-match,0.0
3841,4.312,exact-match,0.0
3841,4.393,exact-match,0.0
3851,4.748,exact-match,0.0
3851,4.731,exact-match,0.0
3851,4.393,exact-match,0.0
3851,4.699,exact-match,0.0
3851,4.159,exact-match,0.0
3851,4.140,exact-match,0.0
3851,4.641,exact-match,0.0
3851,4.439,exact-match,0.0
3851,4.755,exact-match,0.0
3851,4.291,exact-match,0.0
3851,4.294,exact-match,0.0
3851,4.251,exact-match,0.0
3851,4.308,exact-match,0.0
3851,4.701,exact-match,0.0
3851,4.519,exact-match,0.0
3851,4.563,exact-match,0.0
3851,4.289,exact-match,0.0
3851,4.765,exact-match,0.0
3851,4.219,exact-match,0.0
3851,4.324,exact-match,0.0
3851,4.610,exact-match,0.0
3851,4.539,exact-match,0.0
3851,4.34,exact-match,0.0
3851,4.638,exact-match,0.0
3851,4.598,exact-match,0.0
3851,4.352,exact-match,0.0
3851,4.9,exact-match,0.0
3851,4.536,exact-match,0.0
3851,4.335,exact-match,0.0
3851,4.619,exact-match,0.0
3851,4.337,exact-match,0.0
3851,4.200,exact-match,0.0
3851,4.426,exact-match,0.0
3851,4.435,exact-match,0.0
3851,4.321,exact-match,0.0
3851,4.53,exact-match,0.0
3851,4.643,exact-match,0.0
3851,4.557,exact-match,0.0
3851,4.752,exact-match,0.0
3851,4.744,exact-match,0.0
3851,4.218,exact-match,0.0
3851,4.750,exact-match,0.0
3851,4.757,exact-match,0.0
3851,4.613,exact-match,0.0
